State abbreviation,Grade,Subject,Parent Standard ID,Standard ID,Level,Standard Order,Standard Number,Standard Category,Standard Text,Adopted Year,Corresponding CA CCSS for ELA/Literacy
CA,10,English Language Learners,d28ceb9a-6db3-46a8-bd38-b04b0927e430,93bdd5a7-99c5-47c5-9c9a-abc5bf6f9ea6,4,'13303524002002001000,I.B.6.EM.,Mode of Communication,Emerging,2012,
CA,10,English Language Learners,93bdd5a7-99c5-47c5-9c9a-abc5bf6f9ea6,2473b334-20aa-4809-aa5e-1fcb5a9e634a,5,'13303524002002001001,I.B.6.EM.a.,Mode of Communication,"Explain ideas, phenomena, processes, and text relationships (e.g., compare/contrast, cause/effect, evidence_based argument) based on close reading of a variety of grade_appropriate texts, presented in various print and multimedia formats, using short sentences and a select set of general academic and domain_specific words.",2012,"RL.9–10.1, RL.9–10.2, RL.9–10.3, RL.9–10.4, RL.9–10.5, RL.9–10.6, RL.9–10.7, RL.9–10.9, RL.9–10.10, RI.9–10.1, RI.9–10.2, RI.9–10.3, RI.9–10.4, RI.9–10.5, RI.9–10.6, RI.9–10.7, RI.9–10.8, RI.9–10.9, RI.9–10.10, RH.9–10.1, RH.9–10.2, RH.9–10.3, RH.9–10.4, RH.9–10.5, RH.9–10.6, RH.9–10.7, RH.9–10.8, RH.9–10.9, RH.9–10.10, RST.9–10.1, RST.9–10.2, RST.9–10.3, RST.9–10.4, RST.9–10.5, RST.9–10.6, RST.9–10.7, RST.9–10.8, RST.9–10.9, RST.9–10.10, SL.9–10.2, L.9–10.1, L.9–10.3, L.9–10.6"
CA,10,English Language Learners,93bdd5a7-99c5-47c5-9c9a-abc5bf6f9ea6,b67645bf-e363-4901-8211-d586a9a1f0ad,5,'13303524002002001002,I.B.6.EM.b.,Mode of Communication,"Explain inferences and conclusions drawn from close reading of grade_appropriate texts and viewing of multimedia using familiar verbs (e.g., seems that).",2012,"RL.9–10.1, RL.9–10.2, RL.9–10.3, RL.9–10.4, RL.9–10.5, RL.9–10.6, RL.9–10.7, RL.9–10.9, RL.9–10.10, RI.9–10.1, RI.9–10.2, RI.9–10.3, RI.9–10.4, RI.9–10.5, RI.9–10.6, RI.9–10.7, RI.9–10.8, RI.9–10.9, RI.9–10.10, RH.9–10.1, RH.9–10.2, RH.9–10.3, RH.9–10.4, RH.9–10.5, RH.9–10.6, RH.9–10.7, RH.9–10.8, RH.9–10.9, RH.9–10.10, RST.9–10.1, RST.9–10.2, RST.9–10.3, RST.9–10.4, RST.9–10.5, RST.9–10.6, RST.9–10.7, RST.9–10.8, RST.9–10.9, RST.9–10.10, SL.9–10.2, L.9–10.1, L.9–10.3, L.9–10.6"
CA,10,English Language Learners,93bdd5a7-99c5-47c5-9c9a-abc5bf6f9ea6,1a1b2da3-778d-4a82-9891-55bec24f25b6,5,'13303524002002001003,I.B.6.EM.c.,Mode of Communication,"Use knowledge of morphology (e.g., common prefixes and suffixes), context, reference materials, and visual cues to determine the meaning of unknown and multiple_meaning words on familiar topics.",2012,"RL.9–10.1, RL.9–10.2, RL.9–10.3, RL.9–10.4, RL.9–10.5, RL.9–10.6, RL.9–10.7, RL.9–10.9, RL.9–10.10, RI.9–10.1, RI.9–10.2, RI.9–10.3, RI.9–10.4, RI.9–10.5, RI.9–10.6, RI.9–10.7, RI.9–10.8, RI.9–10.9, RI.9–10.10, RH.9–10.1, RH.9–10.2, RH.9–10.3, RH.9–10.4, RH.9–10.5, RH.9–10.6, RH.9–10.7, RH.9–10.8, RH.9–10.9, RH.9–10.10, RST.9–10.1, RST.9–10.2, RST.9–10.3, RST.9–10.4, RST.9–10.5, RST.9–10.6, RST.9–10.7, RST.9–10.8, RST.9–10.9, RST.9–10.10, SL.9–10.2, L.9–10.1, L.9–10.3, L.9–10.6"
CA,10,English Language Learners,d28ceb9a-6db3-46a8-bd38-b04b0927e430,8c939bf7-ee8d-4be4-ae24-7950434945ed,4,'13303524002002002000,I.B.6.EX.,Mode of Communication,Expanding,2012,
CA,10,English Language Learners,8c939bf7-ee8d-4be4-ae24-7950434945ed,3436ee2e-f6c0-4a09-83b9-2c83e3726c43,5,'13303524002002002001,I.B.6.EX.a.,Mode of Communication,"Explain ideas, phenomena, processes, and relationships within and across texts (e.g., compare/contrast, cause/effect, themes, evidence_based argument) based on close reading of a variety of grade_appropriate texts, presented in various print and multimedia formats, using increasingly detailed sentences, and an increasing variety of general academic and domain_specific words.",2012,"RL.9–10.1, RL.9–10.2, RL.9–10.3, RL.9–10.4, RL.9–10.5, RL.9–10.6, RL.9–10.7, RL.9–10.9, RL.9–10.10, RI.9–10.1, RI.9–10.2, RI.9–10.3, RI.9–10.4, RI.9–10.5, RI.9–10.6, RI.9–10.7, RI.9–10.8, RI.9–10.9, RI.9–10.10, RH.9–10.1, RH.9–10.2, RH.9–10.3, RH.9–10.4, RH.9–10.5, RH.9–10.6, RH.9–10.7, RH.9–10.8, RH.9–10.9, RH.9–10.10, RST.9–10.1, RST.9–10.2, RST.9–10.3, RST.9–10.4, RST.9–10.5, RST.9–10.6, RST.9–10.7, RST.9–10.8, RST.9–10.9, RST.9–10.10, SL.9–10.2, L.9–10.1, L.9–10.3, L.9–10.6"
CA,10,English Language Learners,8c939bf7-ee8d-4be4-ae24-7950434945ed,c62200c7-bbd6-486a-afb6-a026b9dbfb26,5,'13303524002002002002,I.B.6.EX.b.,Mode of Communication,"Explain inferences and conclusions drawn from close reading of grade_appropriate texts and viewing of multimedia using an increasing variety of verbs and adverbials (e.g., indicates that, suggests, as a result).",2012,"RL.9–10.1, RL.9–10.2, RL.9–10.3, RL.9–10.4, RL.9–10.5, RL.9–10.6, RL.9–10.7, RL.9–10.9, RL.9–10.10, RI.9–10.1, RI.9–10.2, RI.9–10.3, RI.9–10.4, RI.9–10.5, RI.9–10.6, RI.9–10.7, RI.9–10.8, RI.9–10.9, RI.9–10.10, RH.9–10.1, RH.9–10.2, RH.9–10.3, RH.9–10.4, RH.9–10.5, RH.9–10.6, RH.9–10.7, RH.9–10.8, RH.9–10.9, RH.9–10.10, RST.9–10.1, RST.9–10.2, RST.9–10.3, RST.9–10.4, RST.9–10.5, RST.9–10.6, RST.9–10.7, RST.9–10.8, RST.9–10.9, RST.9–10.10, SL.9–10.2, L.9–10.1, L.9–10.3, L.9–10.6"
CA,10,English Language Learners,8c939bf7-ee8d-4be4-ae24-7950434945ed,8a0642d0-f178-4f64-9146-863f3877acbd,5,'13303524002002002003,I.B.6.EX.c.,Mode of Communication,"Use knowledge of morphology (e.g., affixes, Greek and Latin roots), context, reference materials, and visual cues to determine the meaning of unknown and multiple_meaning words on familiar and new topics.",2012,"RL.9–10.1, RL.9–10.2, RL.9–10.3, RL.9–10.4, RL.9–10.5, RL.9–10.6, RL.9–10.7, RL.9–10.9, RL.9–10.10, RI.9–10.1, RI.9–10.2, RI.9–10.3, RI.9–10.4, RI.9–10.5, RI.9–10.6, RI.9–10.7, RI.9–10.8, RI.9–10.9, RI.9–10.10, RH.9–10.1, RH.9–10.2, RH.9–10.3, RH.9–10.4, RH.9–10.5, RH.9–10.6, RH.9–10.7, RH.9–10.8, RH.9–10.9, RH.9–10.10, RST.9–10.1, RST.9–10.2, RST.9–10.3, RST.9–10.4, RST.9–10.5, RST.9–10.6, RST.9–10.7, RST.9–10.8, RST.9–10.9, RST.9–10.10, SL.9–10.2, L.9–10.1, L.9–10.3, L.9–10.6"
CA,10,English Language Learners,d28ceb9a-6db3-46a8-bd38-b04b0927e430,49dfe5f4-aad0-45c0-954d-4cb909e3b312,4,'13303524002002003000,I.B.6.B.,Mode of Communication,Bridging,2012,
CA,10,English Language Learners,49dfe5f4-aad0-45c0-954d-4cb909e3b312,d9ddec7b-88ae-4527-b6b5-ac69fa3c524f,5,'13303524002002003001,I.B.6.B.a.,Mode of Communication,"Explain ideas, phenomena, processes, and relationships within and across texts (e.g., compare/contrast, cause/effect, themes, evidence_based argument) based on close reading of a variety of grade_level texts, presented in various print and multimedia formats, using a variety of detailed sentences and a range of general academic and domain_specific words.",2012,"RL.9–10.1, RL.9–10.2, RL.9–10.3, RL.9–10.4, RL.9–10.5, RL.9–10.6, RL.9–10.7, RL.9–10.9, RL.9–10.10, RI.9–10.1, RI.9–10.2, RI.9–10.3, RI.9–10.4, RI.9–10.5, RI.9–10.6, RI.9–10.7, RI.9–10.8, RI.9–10.9, RI.9–10.10, RH.9–10.1, RH.9–10.2, RH.9–10.3, RH.9–10.4, RH.9–10.5, RH.9–10.6, RH.9–10.7, RH.9–10.8, RH.9–10.9, RH.9–10.10, RST.9–10.1, RST.9–10.2, RST.9–10.3, RST.9–10.4, RST.9–10.5, RST.9–10.6, RST.9–10.7, RST.9–10.8, RST.9–10.9, RST.9–10.10, SL.9–10.2, L.9–10.1, L.9–10.3, L.9–10.6"
CA,10,English Language Learners,49dfe5f4-aad0-45c0-954d-4cb909e3b312,70b44647-88f6-43a4-8f26-0707de3797ed,5,'13303524002002003002,I.B.6.B.b.,Mode of Communication,"Explain inferences and conclusions drawn from close reading of grade_level texts and viewing of multimedia using a variety of verbs and adverbials (e.g., creates the impression that, consequently).",2012,"RL.9–10.1, RL.9–10.2, RL.9–10.3, RL.9–10.4, RL.9–10.5, RL.9–10.6, RL.9–10.7, RL.9–10.9, RL.9–10.10, RI.9–10.1, RI.9–10.2, RI.9–10.3, RI.9–10.4, RI.9–10.5, RI.9–10.6, RI.9–10.7, RI.9–10.8, RI.9–10.9, RI.9–10.10, RH.9–10.1, RH.9–10.2, RH.9–10.3, RH.9–10.4, RH.9–10.5, RH.9–10.6, RH.9–10.7, RH.9–10.8, RH.9–10.9, RH.9–10.10, RST.9–10.1, RST.9–10.2, RST.9–10.3, RST.9–10.4, RST.9–10.5, RST.9–10.6, RST.9–10.7, RST.9–10.8, RST.9–10.9, RST.9–10.10, SL.9–10.2, L.9–10.1, L.9–10.3, L.9–10.6"
CA,10,English Language Learners,49dfe5f4-aad0-45c0-954d-4cb909e3b312,fa38188f-53ed-4b7d-acf3-506bc7796cfd,5,'13303524002002003003,I.B.6.B.c.,Mode of Communication,"Use knowledge of morphology (e.g., derivational suffixes), context, reference materials, and visual cues to determine the meaning, including figurative and connotative meanings, of unknown and multiple_meaning words on a variety of new topics.",2012,"RL.9–10.1, RL.9–10.2, RL.9–10.3, RL.9–10.4, RL.9–10.5, RL.9–10.6, RL.9–10.7, RL.9–10.9, RL.9–10.10, RI.9–10.1, RI.9–10.2, RI.9–10.3, RI.9–10.4, RI.9–10.5, RI.9–10.6, RI.9–10.7, RI.9–10.8, RI.9–10.9, RI.9–10.10, RH.9–10.1, RH.9–10.2, RH.9–10.3, RH.9–10.4, RH.9–10.5, RH.9–10.6, RH.9–10.7, RH.9–10.8, RH.9–10.9, RH.9–10.10, RST.9–10.1, RST.9–10.2, RST.9–10.3, RST.9–10.4, RST.9–10.5, RST.9–10.6, RST.9–10.7, RST.9–10.8, RST.9–10.9, RST.9–10.10, SL.9–10.2, L.9–10.1, L.9–10.3, L.9–10.6"
CA,10,English Language Learners,a7b03671-2b7d-4ab9-bdcd-1029b2de0768,c014d20d-0b89-4657-b900-46bdca750572,3,'13303524002003000000,I.B.7.,Mode of Communication,"Evaluating how well writers and speakers use language to support ideas and arguments with details or evidence depending on modality, text type, purpose, audience, topic, and content area",2012,"RL.9–10.4, RL.9–10.5, RI.9–10.4, RI.9–10.6, RI.9–10.8, RH.9–10.4, RH.9–10.5, RH.9–10.6, RH.9–10.8, RST.9–10.4, RST.9–10.5, RST.9–10.6, RST.9–10.8, SL.9–10.3, L.9–10.3, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,c014d20d-0b89-4657-b900-46bdca750572,830e7618-a2b1-4daf-bfde-7937da215f00,4,'13303524002003001000,I.B.7.EM.,Mode of Communication,Emerging,2012,
CA,10,English Language Learners,830e7618-a2b1-4daf-bfde-7937da215f00,87864221-3383-4f97-9e57-cd7e869d498b,5,'13303524002003001001,I.B.7.EM.a.,Mode of Communication,"Explain how successfully writers and speakers structure texts and use language (e.g., specific word or phrasing choices) to persuade the reader (e.g., by providing evidence to support claims or connecting points in an argument) or create other specific effects, with substantial support.",2012,"RL.9–10.4, RL.9–10.5, RI.9–10.4, RI.9–10.6, RI.9–10.8, RH.9–10.4, RH.9–10.5, RH.9–10.6, RH.9–10.8, RST.9–10.4, RST.9–10.5, RST.9–10.6, RST.9–10.8, SL.9–10.3, L.9–10.3, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,c014d20d-0b89-4657-b900-46bdca750572,ee0e162c-5204-48d3-a905-7b257d3d2988,4,'13303524002003002000,I.B.7.EX.,Mode of Communication,Expanding,2012,
CA,10,English Language Learners,ee0e162c-5204-48d3-a905-7b257d3d2988,da2bfd6b-300e-48c9-a7e0-b919a926bc70,5,'13303524002003002001,I.B.7.EX.a.,Mode of Communication,"Explain how successfully writers and speakers structure texts and use language (e.g., specific word or phrasing choices) to persuade the reader (e.g., by providing well_worded evidence to support claims or connecting points in an argument in specific ways) or create other specific effects, with moderate support.",2012,"RL.9–10.4, RL.9–10.5, RI.9–10.4, RI.9–10.6, RI.9–10.8, RH.9–10.4, RH.9–10.5, RH.9–10.6, RH.9–10.8, RST.9–10.4, RST.9–10.5, RST.9–10.6, RST.9–10.8, SL.9–10.3, L.9–10.3, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,c014d20d-0b89-4657-b900-46bdca750572,b66043e8-e742-406d-a8ab-4faf7f7913ec,4,'13303524002003003000,I.B.7.B.,Mode of Communication,Bridging,2012,
CA,10,English Language Learners,b66043e8-e742-406d-a8ab-4faf7f7913ec,3be240ac-8fb7-4185-8a98-fa583fe2c2aa,5,'13303524002003003001,I.B.7.B.a.,Mode of Communication,"Explain how successfully writers and speakers structure texts and use language (e.g., specific word or phrasing choices) to persuade the reader (e.g., by providing well_worded evidence to support claims or connecting points in an argument in specific ways) or create other specific effects, with light support.",2012,"RL.9–10.4, RL.9–10.5, RI.9–10.4, RI.9–10.6, RI.9–10.8, RH.9–10.4, RH.9–10.5, RH.9–10.6, RH.9–10.8, RST.9–10.4, RST.9–10.5, RST.9–10.6, RST.9–10.8, SL.9–10.3, L.9–10.3, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,a7b03671-2b7d-4ab9-bdcd-1029b2de0768,7008fe13-f9ab-4819-b5eb-2ab608d35f29,3,'13303524002004000000,I.B.8.,Mode of Communication,"Analyzing how writers and speakers use vocabulary and other language resources for specific purposes (to explain, persuade, entertain, etc.) depending on modality, text type, purpose, audience, topic, and content area",2012,"RL.9–10.4, RL.9–10.5, RI.9–10.4, RI.9–10.5, RH.9–10.4, RH.9–10.5, RST.9–10.4, RST.9–10.5, SL.9–10.3, L.9–10.3, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,7008fe13-f9ab-4819-b5eb-2ab608d35f29,9adfef72-f4f9-463e-8e86-9444b0eef44b,4,'13303524002004001000,I.B.8.EM.,Mode of Communication,Emerging,2012,
CA,10,English Language Learners,9adfef72-f4f9-463e-8e86-9444b0eef44b,b71193f6-56ab-4253-aee9-d1a7f24cc53b,5,'13303524002004001001,I.B.8.EM.a.,Mode of Communication,"Explain how a writer’s or speaker’s choice of phrasing or specific words (e.g., describing a character or action as aggressive versus bold) produces nuances and different effects on the audience.",2012,"RL.9–10.4, RL.9–10.5, RI.9–10.4, RI.9–10.5, RH.9–10.4, RH.9–10.5, RST.9–10.4, RST.9–10.5, SL.9–10.3, L.9–10.3, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,7008fe13-f9ab-4819-b5eb-2ab608d35f29,fcbbf441-af83-47b8-b6f7-db76baaecb23,4,'13303524002004002000,I.B.8.EX.,Mode of Communication,Expanding,2012,
CA,10,English Language Learners,fcbbf441-af83-47b8-b6f7-db76baaecb23,24a55a47-1f57-46ed-8bca-78cbacc4f55e,5,'13303524002004002001,I.B.8.EX.a.,Mode of Communication,"Explain how a writer’s or speaker’s choice of phrasing or specific words (e.g., using figurative language or words with multiple meanings to describe an event or character) produces nuances and different effects on the audience.",2012,"RL.9–10.4, RL.9–10.5, RI.9–10.4, RI.9–10.5, RH.9–10.4, RH.9–10.5, RST.9–10.4, RST.9–10.5, SL.9–10.3, L.9–10.3, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,7008fe13-f9ab-4819-b5eb-2ab608d35f29,a25cde5b-0de0-4ece-84fe-3a1e3f01d4bc,4,'13303524002004003000,I.B.8.B.,Mode of Communication,Bridging,2012,
CA,10,English Language Learners,a25cde5b-0de0-4ece-84fe-3a1e3f01d4bc,bff8b6ba-2a0d-495e-86ca-23c20aed2cec,5,'13303524002004003001,I.B.8.B.a.,Mode of Communication,"Explain how a writer’s or speaker’s choice of a variety of different types of phrasing or words (e.g., hyperbole, varying connotations, the cumulative impact of word choices) produces nuances and different effects on the audience.",2012,"RL.9–10.4, RL.9–10.5, RI.9–10.4, RI.9–10.5, RH.9–10.4, RH.9–10.5, RST.9–10.4, RST.9–10.5, SL.9–10.3, L.9–10.3, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,e35f4168-b27a-4de2-a2e1-eb1452b8d321,1c82f53f-f706-4b8c-befb-96a850fb3320,2,'13303524003000000000,I.C.,Mode of Communication,Productive,2012,
CA,10,English Language Learners,1c82f53f-f706-4b8c-befb-96a850fb3320,bdc6fbaf-0ebe-4991-8c0c-db9b203c863d,3,'13303524003001000000,I.C.9.,Mode of Communication,Expressing information and ideas in formal oral presentations on academic topics,2012,"SL.9–10.4, SL.9–10.5, SL.9–10.6, L.9–10.1, L.9–10.3"
CA,10,English Language Learners,bdc6fbaf-0ebe-4991-8c0c-db9b203c863d,9ff1ade0-8366-4bd9-a29d-bc6de2858adf,4,'13303524003001001000,I.C.9.EM.,Mode of Communication,Emerging,2012,
CA,10,English Language Learners,9ff1ade0-8366-4bd9-a29d-bc6de2858adf,68a744b5-a3bf-4d71-8b1e-d2e3f4ac0564,5,'13303524003001001001,I.C.9.EM.a.,Mode of Communication,Plan and deliver brief oral presentations and reports on grade_appropriate topics that present evidence and facts to support ideas.,2012,"SL.9–10.4, SL.9–10.5, SL.9–10.6, L.9–10.1, L.9–10.3"
CA,10,English Language Learners,bdc6fbaf-0ebe-4991-8c0c-db9b203c863d,db1a3a51-4d3d-48bd-8b05-0819e3eff2d0,4,'13303524003001002000,I.C.9.EX.,Mode of Communication,Expanding,2012,
CA,10,English Language Learners,db1a3a51-4d3d-48bd-8b05-0819e3eff2d0,e5985870-44d8-4144-af8c-6a928d5b76b9,5,'13303524003001002001,I.C.9.EX.a.,Mode of Communication,Plan and deliver a variety of oral presentations and reports on grade_appropriate topics that present evidence and facts to support ideas using growing understanding of register.,2012,"SL.9–10.4, SL.9–10.5, SL.9–10.6, L.9–10.1, L.9–10.3"
CA,10,English Language Learners,bdc6fbaf-0ebe-4991-8c0c-db9b203c863d,19bbfc13-58dd-4dc1-9293-ccd7d65c8635,4,'13303524003001003000,I.C.9.B.,Mode of Communication,Bridging,2012,
CA,10,English Language Learners,19bbfc13-58dd-4dc1-9293-ccd7d65c8635,e80e9ffe-40eb-4960-82ce-e9b63697c5e3,5,'13303524003001003001,I.C.9.B.a.,Mode of Communication,"Plan and deliver a variety of oral presentations and reports on grade_appropriate topics that express complex and abstract ideas, well supported by evidence and reasoning, and are delivered using an appropriate level of formality and understanding of register.",2012,"SL.9–10.4, SL.9–10.5, SL.9–10.6, L.9–10.1, L.9–10.3"
CA,10,English Language Learners,1c82f53f-f706-4b8c-befb-96a850fb3320,efe9a97f-4a13-480d-b34a-f33f6bccba4c,3,'13303524003002000000,I.C.10.,Mode of Communication,"Writing literary and informational texts to present, describe, and explain ideas and information, using appropriate technology",2012,"W.9–10.1, W.9–10.2, W.9–10.3, W.9–10.4, W.9–10.5, W.9–10.6, W.9–10.7, W.9–10.8, W.9–10.9, W.9–10.10, WHST.9–10.1, WHST.9–10.2, WHST.9–10.4, WHST.9–10.5, WHST.9–10.6, WHST.9–10.7, WHST.9–10.8, WHST.9–10.9, WHST.9–10.10, L.9–10.1, L.9–10.2, L.9–10.3, L.9–10.4, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,efe9a97f-4a13-480d-b34a-f33f6bccba4c,c846ffba-6121-4fa6-b78f-9944045ff635,4,'13303524003002001000,I.C.10.EM.,Mode of Communication,Emerging,2012,
CA,10,English Language Learners,c846ffba-6121-4fa6-b78f-9944045ff635,a9bee403-2c89-4c56-8618-99da62e34d4c,5,'13303524003002001001,I.C.10.EM.a.,Mode of Communication,"Write short literary and informational texts (e.g., an argument about water rights) collaboratively (e.g., with peers) and independently.",2012,"W.9–10.1, W.9–10.2, W.9–10.3, W.9–10.4, W.9–10.5, W.9–10.6, W.9–10.7, W.9–10.8, W.9–10.9, W.9–10.10, WHST.9–10.1, WHST.9–10.2, WHST.9–10.4, WHST.9–10.5, WHST.9–10.6, WHST.9–10.7, WHST.9–10.8, WHST.9–10.9, WHST.9–10.10, L.9–10.1, L.9–10.2, L.9–10.3, L.9–10.4, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,c846ffba-6121-4fa6-b78f-9944045ff635,ca4a18af-86b4-4eb3-9450-7b48d7bbb6bc,5,'13303524003002001002,I.C.10.EM.b.,Mode of Communication,"Write brief summaries of texts and experiences using complete sentences and key words (e.g., from notes or graphic organizers).",2012,"W.9–10.1, W.9–10.2, W.9–10.3, W.9–10.4, W.9–10.5, W.9–10.6, W.9–10.7, W.9–10.8, W.9–10.9, W.9–10.10, WHST.9–10.1, WHST.9–10.2, WHST.9–10.4, WHST.9–10.5, WHST.9–10.6, WHST.9–10.7, WHST.9–10.8, WHST.9–10.9, WHST.9–10.10, L.9–10.1, L.9–10.2, L.9–10.3, L.9–10.4, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,efe9a97f-4a13-480d-b34a-f33f6bccba4c,cd2bc02f-9916-41cd-8640-ea225f325faf,4,'13303524003002002000,I.C.10.EX.,Mode of Communication,Expanding,2012,
CA,10,English Language Learners,cd2bc02f-9916-41cd-8640-ea225f325faf,afb875fe-caff-4110-93d5-993dd5ee09e5,5,'13303524003002002001,I.C.10.EX.a.,Mode of Communication,"Write longer literary and informational texts (e.g., an argument about water rights) collaboratively (e.g., with peers) and independently using appropriate text organization and growing understanding of register.",2012,"W.9–10.1, W.9–10.2, W.9–10.3, W.9–10.4, W.9–10.5, W.9–10.6, W.9–10.7, W.9–10.8, W.9–10.9, W.9–10.10, WHST.9–10.1, WHST.9–10.2, WHST.9–10.4, WHST.9–10.5, WHST.9–10.6, WHST.9–10.7, WHST.9–10.8, WHST.9–10.9, WHST.9–10.10, L.9–10.1, L.9–10.2, L.9–10.3, L.9–10.4, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,cd2bc02f-9916-41cd-8640-ea225f325faf,b851abeb-1e80-4e78-bf78-d940d3ff8c14,5,'13303524003002002002,I.C.10.EX.b.,Mode of Communication,"Write increasingly concise summaries of texts and experiences using complete sentences and key words (e.g., from notes or graphic organizers).",2012,"W.9–10.1, W.9–10.2, W.9–10.3, W.9–10.4, W.9–10.5, W.9–10.6, W.9–10.7, W.9–10.8, W.9–10.9, W.9–10.10, WHST.9–10.1, WHST.9–10.2, WHST.9–10.4, WHST.9–10.5, WHST.9–10.6, WHST.9–10.7, WHST.9–10.8, WHST.9–10.9, WHST.9–10.10, L.9–10.1, L.9–10.2, L.9–10.3, L.9–10.4, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,efe9a97f-4a13-480d-b34a-f33f6bccba4c,3f7dcfab-5b3c-4f4a-8573-7db70845a1ed,4,'13303524003002003000,I.C.10.B.,Mode of Communication,Bridging,2012,
CA,10,English Language Learners,3f7dcfab-5b3c-4f4a-8573-7db70845a1ed,aba4bb07-02f6-443e-9a2e-585443fe9875,5,'13303524003002003001,I.C.10.B.a.,Mode of Communication,"Write longer and more detailed literary and informational texts (e.g., an argument about water rights) collaboratively (e.g., with peers) and independently using appropriate text organization and register.",2012,"W.9–10.1, W.9–10.2, W.9–10.3, W.9–10.4, W.9–10.5, W.9–10.6, W.9–10.7, W.9–10.8, W.9–10.9, W.9–10.10, WHST.9–10.1, WHST.9–10.2, WHST.9–10.4, WHST.9–10.5, WHST.9–10.6, WHST.9–10.7, WHST.9–10.8, WHST.9–10.9, WHST.9–10.10, L.9–10.1, L.9–10.2, L.9–10.3, L.9–10.4, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,3f7dcfab-5b3c-4f4a-8573-7db70845a1ed,42999d5f-2981-4934-b32e-67f3dcde1c93,5,'13303524003002003002,I.C.10.B.b.,Mode of Communication,"Write clear and coherent summaries of texts and experiences using complete and concise sentences and key words (e.g., from notes or graphic organizers).",2012,"W.9–10.1, W.9–10.2, W.9–10.3, W.9–10.4, W.9–10.5, W.9–10.6, W.9–10.7, W.9–10.8, W.9–10.9, W.9–10.10, WHST.9–10.1, WHST.9–10.2, WHST.9–10.4, WHST.9–10.5, WHST.9–10.6, WHST.9–10.7, WHST.9–10.8, WHST.9–10.9, WHST.9–10.10, L.9–10.1, L.9–10.2, L.9–10.3, L.9–10.4, L.9–10.5, L.9–10.6"
CA,10,English Language Learners,1c82f53f-f706-4b8c-befb-96a850fb3320,1124aaf3-8e68-46d2-804f-f7d1d4be4ac6,3,'13303524003003000000,I.C.11.,Mode of Communication,Justifying own arguments and evaluating others’ arguments in writing,2012,"W.9–10.1, W.9–10.8, W.9–10.9, WHST.9–10.1, WHST.9–10.8, WHST.9–10.9, L.9–10.1, L.9–10.2, L.9–10.3, L.9–10.6"
CA,10,English Language Learners,1124aaf3-8e68-46d2-804f-f7d1d4be4ac6,9c6bbe2d-bf25-4d48-a077-131997079f46,4,'13303524003003001000,I.C.11.EM.,Mode of Communication,Emerging,2012,
CA,10,English Language Learners,9c6bbe2d-bf25-4d48-a077-131997079f46,62ea5fcf-1f58-4230-aba7-521e3abd0147,5,'13303524003003001001,I.C.11.EM.a.,Mode of Communication,Justify opinions by articulating some relevant textual evidence or background knowledge with visual support.,2012,"W.9–10.1, W.9–10.8, W.9–10.9, WHST.9–10.1, WHST.9–10.8, WHST.9–10.9, L.9–10.1, L.9–10.2, L.9–10.3, L.9–10.6"
CA,10,English Language Learners,9c6bbe2d-bf25-4d48-a077-131997079f46,17cf4715-0c96-442c-b512-888f8e829bc9,5,'13303524003003001002,I.C.11.EM.b.,Mode of Communication,"Express attitude and opinions or temper statements with familiar modal expressions (e.g., can, may).",2012,"W.9–10.1, W.9–10.8, W.9–10.9, WHST.9–10.1, WHST.9–10.8, WHST.9–10.9, L.9–10.1, L.9–10.2, L.9–10.3, L.9–10.6"
CA,10,English Language Learners,1124aaf3-8e68-46d2-804f-f7d1d4be4ac6,cd13fb11-cefd-4d68-aedb-6f778d6577de,4,'13303524003003002000,I.C.11.EX.,Mode of Communication,Expanding,2012,
CA,10,English Language Learners,cd13fb11-cefd-4d68-aedb-6f778d6577de,6f91a913-4fd9-454f-b1e0-bad1bc5fda1e,5,'13303524003003002001,I.C.11.EX.a.,Mode of Communication,Justify opinions and positions or persuade others by making connections between ideas and articulating relevant textual evidence or background knowledge.,2012,"W.9–10.1, W.9–10.8, W.9–10.9, WHST.9–10.1, WHST.9–10.8, WHST.9–10.9, L.9–10.1, L.9–10.2, L.9–10.3, L.9–10.6"
CA,10,English Language Learners,cd13fb11-cefd-4d68-aedb-6f778d6577de,41dfa843-4e46-455d-b34d-f1a17615bfde,5,'13303524003003002002,I.C.11.EX.b.,Mode of Communication,"Express attitude and opinions or temper statements with a variety of familiar modal expressions (e.g., possibly/likely, could/would).",2012,"W.9–10.1, W.9–10.8, W.9–10.9, WHST.9–10.1, WHST.9–10.8, WHST.9–10.9, L.9–10.1, L.9–10.2, L.9–10.3, L.9–10.6"
